3464,"Arduino, датчики и сети для связи устройств","Рассмотрен 31 проект на основе микроконтроллерной платы Arduino, в которых показано, как сделать, чтобы электронные устройства могли обмениваться между собой данными и реагировать на команды. Показано, как изменить настройки домашнего кондиционера, «позвонив ему» со своего смартфона; как создавать собственные игровые и видеоконтроллеры, взаимодействующие по сети; как использовать устройства Wi-Fi, Bluetooth, LoRa и инфракрасное излучение для получения информации от датчиков и организации взаимодействия объектов. Рассмотрена работа с четырьмя программными платформами и библиотеками с открытым исходным кодом: Arduino IDE 1.8, Processing, node.js и p5.js. В третьем издании добавлены новые проекты, описано использование в проектах не только Arduino Uno, но и Arduino 101, Arduino MKR1000, ESP32, ESP8266 и Raspberry Pi, а также уделено внимание вопросам безопасности.",https://t.me/it_boooks/3464
3462,Изучаем PostgreSQL 10,"PostgreSQL — одна из самых популярных в мире баз данных с открытым исходным кодом, которая поддерживает самые передовые возможности, включенные в стандарты SQL. Данная книга познакомит вас с последними новациями, появившимися в PostgreSQL 10. Прочитав книгу, вы будете хорошо понимать основы PostgreSQL 10 и обладать навыками, необходимыми для разработки эффективных решений с применением этой базы данных. С той или иной степенью полноты книга охватывает практически все вопросы, с которыми встречается разработчик и администратор, начинающий профессионально работать с данной СУБД.",https://t.me/it_boooks/3462
3461,Машинное обучение. Паттерны проектирования,"Приводимые в книге паттерны проектирования отражают лучшие практические подходы к решению типичных задач машинного обучения. Указанные паттерны, реализованные в программном коде, сконцентрировали опыт сотен экспертов в простые и легкодоступные советы. Книга содержит подробный разбор 30 паттернов, служащих для представления данных и задач, тренировки моделей, отказоустойчивого обслуживания, обеспечения воспроизводимо-сти и искусственного интеллекта. Каждый паттерн включает в себя постановку задачи, ряд потенциальных решений и рекомендации по выбору технического приема, наилучшим образом подходящего к данной ситуации.",https://t.me/it_boooks/3461
3460,"Уроки сделаны на основе нашего курса «Алгоритмы и структуры данных»‎, но здесь полностью бесплатны.  Курс будет полезен тем, кто знаком с алгоритмами, и тем, кто только планирует их изучать: → знатоки смогут применить умения на практике; → новички смогут сориентироваться и понять, на что стоит обратить внимание.","Авторы курса — опытные разработчики, которые прошли, провели и оценили не одну сотню алгоритмических интервью. Они собрали всю нужную информацию об алгоритмических собеседованиях в одном месте и на русском языке.",https://t.me/it_boooks/3460
3459,PHP. Полное руководство и справочник функций,Наша книга поможет вам освоить язык РНР практически с нуля – от самых-самых основ до создания своих собственных приложений и библиотек кода. Пошаговые примеры помогут вам разобраться с многочисленными функциями РНР. Большая часть книги посвящена подробному Справочнику функций РНР.,https://t.me/it_boooks/3459
3458,Обработка естественного языка в действии,"«Обработка естественного языка в действии» — практическое руководство по обработке и генерации текстов на естественном языке. В этой книге мы снабдим вас всеми инструментами и методиками, необходимыми для создания прикладных NLP-систем с целью обеспечения работы виртуального помощника (чат-бота), спам-фильтра, программы — модератора форума, анализатора тональностей, программы построения баз знаний, интеллектуального анализатора текста на естественном языке или практически любого другого NLP-приложения, какое только можно себе представить. Книга ориентирована на Python-разработчиков среднего и высокого уровня.",https://t.me/it_boooks/3458
3456,Танец с кубитами. Как на самом деле работают квантовые вычисления,"Квантовые вычисления заставляют нас изменить отношение к компьютерам. Кубиты способны решать задачи, которые еще совсем недавно казались неразрешимыми. Вы узнаете о принципиальных различиях между квантовыми и классическими вычислениями, вспомните матанализ, чтобы разобраться с такими понятиями, как суперпозиция, запутанность и интерференция, от алгоритмов и схем перейдете к физическим и техническим идеям, лежащим в основе создания железа для квантовых вычислений. Загляните в будущее и узнайте, как развитие технологий повлияет на нашу жизнь!",https://t.me/it_boooks/3456
3455,Паттерны объектно-ориентированного проектирования,"Прошло больше 25 лет с момента выхода первого тиража книги Design Patterns. За это время книга из популярной превратилась в культовую. Во всем мире ее рекомендуют прочитать каждому, кто хочет связать жизнь с информационными технологиями и программированием. «Русский» язык, на котором разговаривают айтишники, поменялся, многие англоязычные термины стали привычными, паттерны вошли в нашу жизнь. Перед вами юбилейное издание с обновленным переводом книги, ставшей must-read для каждого программиста. «Паттерны объектно-ориентированного проектирования» пришли на смену «Приемам объектно-ориентированного проектирования».",https://t.me/it_boooks/3455
3453,Введение в анализ алгоритмов,"Как доказать, что заданный алгоритм делает то, что он должен делать? Ключевые идеи индукции и инвариантности Стандартные методы проектирования: жадные алгоритмы, динамическое программирование и парадигма ""разделяй и властвуй"" Математическая основа алгоритмов Расширенные алгоритмы Задания с предельными срокам Онлайновые алгоритмы Шифрование с публичным ключом Решение оптимизационных задач Задача данной книги проста: разобрать ""идеи"", лежащие в основе программ, и показать, как доказывать их правильность. Как математически доказать, что заданный алгоритм делает то, что он должен делать? И почему это так важно? Доказывается правильность классических алгоритмов: целочисленного деления, алгоритм Евклида, ранжирования, др.",https://t.me/it_boooks/3453
3452,Изучаем React,"Второе, обновленное, издание снискавшей множество положительных отзывов на Amazon книги известного преподавателя основ веб-разработки, автора обучающего Youtube-канала Кирупы Чиннатамби. Эта книга позволит вам освоить разработку современных веб-приложений с использованием React и Redux. До выхода этой книги считалось, что освоить React самостоятельно, да еще и новичку, практически невозможно. Однако благодаря свежему взгляду и легкому стилю изложения автора этой книги сотни веб-разработчиков по всему миру признали, что освоили тему легко и быстро. На то, чтобы приступить к созданию первых собственных приложений на React, вам потребуется буквально несколько минут чтения. Дерзайте!",https://t.me/it_boooks/3452
3450,Цифровая гигиена,"Цифровая среда – Интернет, соц. сети, приложения – является неотъемлемой частью той «мультиреальности», в которой существует современный человек. Естественно, что вместе с неоспоримой пользой виртуальность приносит в нашу жизнь и огромные риски. Сейчас цифровой мир – это джунгли, подчас населённые не самыми приятными (и небезопасными!) формами жизни. Таким он и останется, пока в нём не будет наведён порядок. Перед вами не очередная «страшилка», а экспертная оценка цифрового мира на основе большого объёма изученных данных. В книге рассматриваются проблемы цифровой зависимости и отчуждения подростков, воздействия деструктивных сообществ и токсичного контента, защиты от фишинга, поиска и оценки достоверности информации, а также другие явления цифровой среды.  Основная задача – не только рассказать о существующих рисках, но и научить вас самостоятельно разбираться в методах защиты.",https://t.me/it_boooks/3450
3449,Изучение сложных систем с помощью Python,"Наука о сложных системах – это междисциплинарная область на стыке математики, информатики и естествознания, которая фокусируется на сложных системах, представляющих собой системы со множеством взаимодействующих компонентов. Одним из основных инструментов науки о сложных системах являются дискретные модели, включая сети и графы, клеточные автоматы и агентное моделирование. Наука о сложных системах полезна, особенно если необходимо объяснить поведение природных и социальных систем, она обеспечивает разнообразный и адаптируемый инструментарий моделирования, позволяет применить навыки программирования и поразмыслить над фундаментальными вопросами философии науки. В книге приводится код, математические тексты и пояснения, необходимые для понимания работы моделей.",https://t.me/it_boooks/3449
3447,Тестирование на проникновение с использованием шеллкода,"В этой книге мы будем искать уязвимости buffer overflow, с нуля создавать свои шеллкоды, изучать механизмы защиты операционных систем и создавать свои эксплоиты. Вы научитесь понимать как проникать в операционные системы и сети используя шеллкоды, ассемблер и Metasploit. Также вы научитесь писать 64х битные шеллкоды и шеллкоды уровня kernel. В целом эта книга является вашим пошаговым путеводителем в мир создания и разработки шеллкода.",https://t.me/it_boooks/3447
3446,C++ для инженерных и научных расчетов ,"Материал этой книги проверен на реальных людях. Автор три года (три раза по два семестра) читал своим студентам курс “C++ для ученых”. В конце такого курса студенты (главным образом студенты математического факультета, но присутствовали и студенты физического и некоторых технических факультетов), часто до прохождения курса не имевшие о C++ никакого понятия, в конце курса вполне могли использовать такие “продвинутые” средства программирования, как шаблоны. Вы можете читать эту книгу в собственном темпе и направлении, следуя по основному пути от главы к главе или уделяя большее внимание дополнительным примерам и справочной информации из приложения А, “Скучные детали”.",https://t.me/it_boooks/3446
3444,Легкий способ выучить Python 3,"Зед Шоу - автор всемирно известной методики самостоятельного обучения языкам программирования The Hard Way (в дословном переводе: ""Сложный способ""). Со свойственным Зеду юмором, он дал такое название собственному методу не только ""шутки ради"", но еще и чтобы сразу направить мысли читателей в правильное русло. «Самостоятельное изучение языков программирования,— говорит Шоу, — это непрестанная работа над собой. Ведь главный ваш враг в освоении любой новой информации и в получении новых навыков — вы сами».",https://t.me/it_boooks/3444
3443,Компьютерные сети. Нисходящий подход,"Книга знакомит читателя с фундаментальными основами построения и функционирования компьютерных сетей на примере пятиуровневой архитектуры сети Интернет. Описаны базовые компоненты компьютерной сети, ключевые подходы к передаче данных в телекоммуникационных сетях, принципы взаимодействия сетей друг с другом, подробно рассмотрены важнейшие службы и протоколы всех уровней сетевой архитектуры. Отдельная глава посвящена беспроводным и мобильным сетям и их особенностям. Большое внимание уделено одной из самых развивающихся сегодня областей - мультимедийных сетевых технологиях, в частности, специфике передачи аудио- и видеоданных. Будут затронуты важные аспекты сетевой безопасности и разнообразные принципы, методы и приемы, обеспечивающие безопасный обмен информацией.",https://t.me/it_boooks/3443
3442,Ловушка для багов. Полевое руководство по веб-хакингу,"«Чтобы чему-то научиться, надо применять знания на практике. Именно так мы освоили ремесло взлома» — Майкл Принс и Йоберт Абма, соучредители HackerOne. «Ловушка для багов» познакомит вас с белым хакингом — поиском уязвимостей в системе безопасности.",https://t.me/it_boooks/3442
3441,Java 9. Полный обзор нововведений. Для быстрого ознакомления и миграции,"В книге рассмотрены все нововведения в Java 9. Приведена разработка приложений с использованием системы модулей. Описаны измененная модульная структура образа среды выполнения JDK/JRE, новые фабричные методы для создания коллекций, уведомления процессора об активном ожидании с целью оптимизации потребления ресурсов, новый API платформенно-зависимого рабочего стола, API реактивных потоков и др. Уделено внимание несовместимым изменениям в Java 9. Также рассказано об оболочке JShell, предназначенной для быстрого создания прототипа. Издание предназначено опытным Java-разработчикам, которым необходима миграция от Java 7 и 8 к Java 9.",https://t.me/it_boooks/3441
3440,Шаблоны и практика глубокого обучения,"В книге рассматриваются актуальные примеры создания приложений глубокого обучения с учетом десятилетнего опыта работы автора в этой области. Вы сэкономите часы проб и ошибок, воспользовавшись представленными здесь шаблонами и приемами. Проверенные методики, образцы исходного кода и блестящий стиль повествования позволят с увлечением освоить даже непростые навыки. По мере чтения вы получите советы по развертыванию, тестированию и техническому сопровождению ваших проектов. Издание предназначено для инженеров машинного обучения, знакомых с Python и глубоким обучением.",https://t.me/it_boooks/3440
3439,Непрерывное развитие API. Правильные решения в изменчивом технологическом ландшафте,"Управление жизненным циклом API – это спектр технологий, продуктов, организационных и культурных особенностей, необходимых для успешного использования API. Книга раскрывает все вопросы темы как для начинающих, так и для опытных разработчиков API. Она обязательна к прочтению для каждого, кто считает себя специалистом по API.",https://t.me/it_boooks/3439
3438,"PHP: объекты, шаблоны и методики программирования, 5-е издание","Книга «PHP: объекты, шаблоны и методики программирования» Мэтта Зандстра поможет Вам создавать высокопрофессиональный код на PHP 7, изучив объектно-ориентированные средства, шаблоны проектирования и важные средства разработки. 5-е издание издание книги существенно переработано, обновлено и дополнено новым материалом.",https://t.me/it_boooks/3438
3437,Самоучитель системного администратора. 5-е издание,"Изложены основные задачи системного администрирования, описаны базовые протоколы, даны рекомендации по выбору оборудования и проведению ежедневных операций. Рассмотрены методы централизованного управления, основы создания безопасной среды. Подробно раскрыты технологии, используемые при построении информационных систем, описаны средства мониторинга и обслуживания как малых, так и распределенных сетей.Даны рекомендации по поиску неисправностей, обеспечению защиты данных. Параллельно рассмотрены решения на основе операционных систем Windows и Linux с использованием как проприетарных, так и открытых технологий. Книга написана на основе многолетнего опыта разработки и практического администрирования информационных систем. В пятом издании рассмотрены новейшие технологии, в том числе Windows 10 и Windows Server 2016.",https://t.me/it_boooks/3437
3435,Head First. Изучаем C#. 4-е изд.,"Серия Head First позволяет сразу приступить к созданию собственного кода на C#, даже если у вас нет никакого опыта программирования. Не нужно тратить время на изучение скучных спецификаций и примеров! Вы освоите необходимый минимум инструментов и сразу приступите к забавным и интересным программным проектам, от разработки 3D-игры до создания серьезного приложения и работы с данными. Четвертое издание книги было полностью обновлено и переработано, чтобы рассказать о возможностях современных C#, Visual Studio и .NET, оно будет интересно всем, кто изучает язык программирования С#. Особенностью данного издания является уникальный способ подачи материала, выделяющий серию «Head First» издательства O’Reilly в ряду множества скучных книг, посвященных программированию.",https://t.me/it_boooks/3435
3434,"Как стать хакером. Сборник практических сценариев, позволяющих понять, как рассуждает злоумышленник","Данная книга представляет собой руководство по защите веб-приложений от вредоносных воздействий. Рассматривая всевозможные уязвимости с позиции злоумышленника, автор дает читателям ключ к надежной защите своих ресурсов. В книге рассматриваются наиболее часто встречающиеся уязвимости и показано, как хакер может использовать их в своих целях. Наряду с этим приводятся практические советы по предупреждению атак. Рассмотрены сценарии, в которых целью атаки может быть популярная система управления контентом или контейнерное приложение и его сеть. Издание предназначено опытным разработчикам веб-приложений, специалистам по DevOps, а также будет полезно всем читателям, интересующимся хакерскими атаками и их противодействию.",https://t.me/it_boooks/3434
3433,Data Science. Инсайдерская информация для новичков. Включая язык R. ,"Data Science (исследование данных) — одна из самых востребованных специализаций нашего времени. Изучение данных позволяет преобразить любую традиционную или инновационную бизнес-модель. Эта книга основана на вводном курсе по Data Science из Колумбийского университета, и начинающему специалисту-аналитику она совершенно необходима.  Эта книга увлекательно и доступно рассказывает о:  - байесовском методе;  - статистических алгоритмах;  - финансовом моделировании;  - рекомендательных движках;  - визуализации данных;  - MapReduce.",https://t.me/it_boooks/3433
3432,Искусственный интеллект с примерами на Python,"Искусственный интеллект становится неотъемлемым атрибутом современного мира, управляемого технологиями и данными. Он интенсивно применяется в таких областях, как поисковые системы, распознавание образов, робототехника, беспилотные автомобили и т.п. В этой книге исследуются различные сценарии, взятые из реальной жизни. Прочитав ее, вы будете знать, какие алгоритмы искусственного интеллекта следует применять в том или ином контексте.",https://t.me/it_boooks/3432
